registro_id,uf,sindicato,categoria,ano,campo,valor_atual,status_atual,origem,fonte,fonte_textual,data_extracao,observacao,opcoes_identificadas,prioridade_revisao,acao_sugerida,decisao_sugerida,decisao_final,valor_revisado,observacao_revisor,revisor,data_revisao
REG-CE-SINDPD-2024,CE,Sindpd CE,Tecnologia da Informação,2024,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-CE-SINDPD-2024,CE,Sindpd CE,Tecnologia da Informação,2024,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-CE-SINDPD-2024,CE,Sindpd CE,Tecnologia da Informação,2024,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-DF-SESCON-2025,DF,SESCON DF,Serviços Contábeis,2025,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de piso salarial não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-DF-SESCON-2025,DF,SESCON DF,Serviços Contábeis,2025,adicional_noturno,,conflito,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA - ADICIONAL NOTURNO Aos empregados das empresas representadas pelo SESCON/DF é assegurado o adicional noturno com o acréscimo de 20% (vinte por cento) sobre as horas trabalhadas, no horário compreendido entre as 22h00min e 05h00min. Parágrafo Único - Aos empregados associados ao SINEECON é assegurado o adicional noturno com o acréscimo de 25% (vinte e cinco por cento) sobre as horas trabalhadas, no horário compreendido entre as 22h00min e 05h00min. Auxílio Alimentação",2026-06-15,"Múltiplos valores identificados: 20.0, 25.0",,alta,revisar_conflito,marcar_conflito,marcar_conflito,,,,
REG-DF-SESCON-2025,DF,SESCON DF,Serviços Contábeis,2025,auxilio_alimentacao,32.63,conflito,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA PRIMEIRA - AUXÍLIO ALIMENTAÇÃO Fica os empregadores obrigados a fornecer alimentação diariamente para os trabalhadores contratados sob o regime de jornada superior à 06 (seis) horas diárias. Parágrafo Primeiro – Aos empregados associados ao SINEECON, é assegurado o pagamento de Vale Alimentação no valor correspondente no valor de R$ 32,63 (trinta e dois reais e sessenta e três centavos) por dia trabalhado. Parágrafo Segundo – Aos empregados não associados ao SINEECON, é assegurado o pagamento de Vale Alimentação no valor correspondente no valor de R$ 30,41 (trinta reais e quare…",2026-06-15,"Múltiplos valores identificados: 32.63, 30.41",,alta,revisar_conflito,marcar_conflito,marcar_conflito,32.63,,,
REG-DF-SESCON-2025,DF,SESCON DF,Serviços Contábeis,2025,plr,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA VIGÉSIMA SEGUNDA - PARTICIPAÇÃO NOS LUCROS E/OU RESULTADOS As empresas poderão adotar espontaneamente o programa de participação de lucros conforme determina sua distribuição em Observância dos Requisitos da Lei nº 10.101 de 19.12.2000 e a Lei 12.832 de 2013, desde que obedeça as normas preestabelecidas. Parágrafo Primeiro – As empresas que aderirem ao PLR encaminharão ao sindicato laboral uma cópia do referido acordo para ciência e arquivo. Parágrafo Segundo – Produtividade – As empresas farão de forma espontânea contratos de produtividade por metas de incentivo aos trabalhadores, es…",2026-06-15,Cláusula de PLR encontrada; valor/regra específica requer revisão,,média,validar,validar,validar,,,,
REG-DF-SESCON-2025,DF,SESCON DF,Serviços Contábeis,2025,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de hora extra não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-DF-SESCON-2025,DF,SESCON DF,Serviços Contábeis,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-DF-SESCON-2025,DF,SESCON DF,Serviços Contábeis,2025,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de jornada de trabalho não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-DF-SINDPD-2025,DF,Sindpd DF,Tecnologia da Informação,2025,piso_salarial,1642.48,conflito,pdf_cct,PDF da CCT,"CLÁUSULA QUARTA - PISO SALARIAL A partir de 1º de maio de 2025 é fixado o piso salarial da categoria, nos seguintes termos: 1- Para os trabalhadores com jornada de 6 (seis) horas o valor de R$ 1.642,48 (mil seiscentos e quarenta e dois reais e quarenta e oito centavos), pago até o 5º dia útil. II- Para os trabalhadores com jornada de 8 (oito) horas o valor de R$ 1.728,89 (mil setecentos e vinte e oito reais e oitenta e nove centavos), pago até o 5º dia útil. III Em caso de aumento do salário-mínimo vigente à época no país, ultrapassando-se os valores acima - discriminados, aplica-se o mais ben…",2026-06-15,"Múltiplos valores identificados: 1642.48, 1728.89",,alta,revisar_conflito,marcar_conflito,marcar_conflito,1642.48,,,
REG-DF-SINDPD-2025,DF,Sindpd DF,Tecnologia da Informação,2025,adicional_noturno,,extraido_para_revisao,pdf_cct,PDF da CCT,CLÁUSULA DÉCIMA PRIMEIRA ADICIONAL NOTURNO - Aemtresas pagarão sobre s horas :abalhadas ente 22hedeh 20% vite por cento) de adiciona Participação nos Lucros e/ou Resultados,2026-06-15,,,média,validar,validar,validar,,,,
REG-DF-SINDPD-2025,DF,Sindpd DF,Tecnologia da Informação,2025,auxilio_alimentacao,39.0,conflito,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA TERCEIRA - VALE REFEIÇÃO/ALIMENTAÇÃO 2025 A partir de 1º de maio de 2025, as empresas concederão cartão magnético contendo vale-refeição ou alimentação equivalente aos dias trabalhados no mês, no valor mínimo de: a) R$ 39,00 (trinta e nove reais) para todos os empregados independentemente da carga horária de 06 (seis) horas ou 08 (oito) horas, sem integralizar ao salário. Parágrafo Primeiro - Os trabalhadores que recebem o vale refeição ou alimentação com valor superior ao estipulado nessa cláusula, terão os valores faciais reajustados no importe de 5,53% (cinco virgula cinquen…",2026-06-15,"Múltiplos valores identificados: 39.0, 2540.1, 2540.11, 4298.65, 4298.66, 6252.56, 6252.57, 7815.73, 7815.74, 9574.29, 9574.3",,alta,revisar_conflito,marcar_conflito,marcar_conflito,39.0,,,
REG-DF-SINDPD-2025,DF,Sindpd DF,Tecnologia da Informação,2025,plr,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA SEGUNDA - PLR As empresas com mais de 300 (trezentos) empregados terão o prazo de até 90 (noventa) dias, contados da homologação da presente Convenção Coletiva de Trabalho, para apresentar ao SINDPD-DF, por via eletrônica ou por ofício, pedido de abertura de negociação que vise à implantação de programa de participação dos empregados nos lucros e/ou resultados, de que trata a lei 10.101/00, alterada pela lei n° 12.832/12, respeitadas as condições mais vantajosas em prática. Parágrafo Primeiro - Empresas integrantes de grupos econômicos do qual qualquer uma de suas subsidiarias …",2026-06-15,Cláusula de PLR encontrada; valor/regra específica requer revisão,,média,validar,validar,validar,,,,
REG-DF-SINDPD-2025,DF,Sindpd DF,Tecnologia da Informação,2025,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,"Cláusula localizada, mas valor/percentual não pôde ser identificado automaticamente",,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-DF-SINDPD-2025,DF,Sindpd DF,Tecnologia da Informação,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-DF-SINDPD-2025,DF,Sindpd DF,Tecnologia da Informação,2025,jornada,36.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA QUADRAGÉSIMA - JORNADA DE TRABALHO A jornada de trabalho para digitadores e conferentes de numerários será de 30 e 36 horas semanais de forma alternada. Parágrafo Único Durante a jornada da digitação, será concedido intervalo de 10 (dez) minutos de - descanso nos termos do art. 72 da CLT.",2026-06-15,Horas diárias não calculadas: regime não identificável,"[""36h/semana""]",média,validar,validar,validar,36.0,,,
REG-DF-SINTTEL-2025,DF,Sinttel DF,Telecomunicações,2025,piso_salarial,1547.59,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA QUARTA - SALÁRIO MÍNIMO DA CATEGORIA E PISOS SALARIAIS A todos os empregados da categoria profissional fica garantido o reajuste salarial, a partir de 1º de janeiro de 2025, conforme tabela abaixo: SALÁRIO FUNÇÃO Jornada Jornada 30h/semanais 36h/semanais Atendente de Central Telefônica - Operador de Telecobrança / I Op. Rádio Chamada – Op. Telemarketing - Telefonista - Tele R$ 1.547,59 R$ 1.857,11 atendente ou afins (ativo/receptivo/híbrido). Atendente de Central Telefônica - Operador de Telecobrança / Op. Rádio Chamada – Op. Telemarketing - Telefonista - Tele II R$ 1.856,74 R$ 2.228,…",2026-06-15,,,média,validar,validar,validar,1547.59,,,
REG-DF-SINTTEL-2025,DF,Sinttel DF,Telecomunicações,2025,adicional_noturno,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA PRIMEIRA - ADICIONAL NOTURNO O trabalho noturno será pago com o adicional de 20% (vinte por cento), a incidir sobre o salário hora, calculado sobre o salário fixo. Comissões",2026-06-15,,,média,validar,validar,validar,,,,
REG-DF-SINTTEL-2025,DF,Sinttel DF,Telecomunicações,2025,auxilio_alimentacao,44.31,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA TERCEIRA - AUXÍLIO ALIMENTAÇÃO As empresas ficam obrigadas a pagar o Auxílio Alimentação no valor de R$ 44,31 (quarenta e quatro reais e trinta e um centavos), de uma única vez, a cada 30 (trinta) dias, pelos dias efetivamente trabalhados, independentemente da carga horária diária. A presente parcela não integra os salários, por não ter caráter de contraprestação de serviços. Parágrafo Primeiro – Em cumprimento ao PAT, o desconto relativo a este auxílio será de até 15% (quinze por cento) do valor do benefício. Sendo que, para os empregados efetivamente associados ao Sinttel-DF,…",2026-06-15,,,média,validar,validar,validar,44.31,,,
REG-DF-SINTTEL-2025,DF,Sinttel DF,Telecomunicações,2025,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-DF-SINTTEL-2025,DF,Sinttel DF,Telecomunicações,2025,hora_extra,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA - HORA EXTRA As horas extras semanais serão remuneradas com o adicional de 50% (cinquenta por cento) e as horas extras realizadas aos domingos e feriados com adicional de 100% (cem por cento), as quais deverão ser pagas na folha de pagamento do mês seguinte ao do fato gerador. Adicional Noturno",2026-06-15,"Percentuais diferentes para dias úteis, sábados, domingos e feriados",,média,validar,validar,validar,,,,
REG-DF-SINTTEL-2025,DF,Sinttel DF,Telecomunicações,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-DF-SINTTEL-2025,DF,Sinttel DF,Telecomunicações,2025,jornada,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA VIGÉSIMA SEXTA - JORNADA DE TRABALHO A duração da jornada de trabalho dos empregados operadores em tele-atendimento (call-centers) e telemarketing poderão ser de 30h/36h (trinta ou trintas e seis) horas semanais, sendo de 06 (seis) horas diárias. Parágrafo Primeiro – O intervalo de 20 minutos será computado na jornada de trabalho, sendo que as pausas, serão gozadas nos termos da NR-17, Anexo-II, Item 5.4.2. Parágrafo Segundo – As partes dão-se por cientes de que está autorizado o trabalho aos domingos e feriados, nos termos do Parágrafo único do artigo 67 e artigo 386, ambos da CLT, o…",2026-06-15,Cláusula de jornada encontrada; carga horária requer revisão,,média,validar,validar,validar,,,,
,ES,Sindpd ES,Tecnologia da Informação,2025,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
,ES,Sindpd ES,Tecnologia da Informação,2025,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
,ES,Sindpd ES,Tecnologia da Informação,2025,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
,ES,Sindpd ES,Tecnologia da Informação,2025,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
,ES,Sindpd ES,Tecnologia da Informação,2025,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
,ES,Sindpd ES,Tecnologia da Informação,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
,ES,Sindpd ES,Tecnologia da Informação,2025,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SESCON-2024,GO,SESCON GO,Serviços Contábeis,2024,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,"Cláusula localizada, mas valor/percentual não pôde ser identificado automaticamente",,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SESCON-2024,GO,SESCON GO,Serviços Contábeis,2024,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de adicional noturno não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SESCON-2024,GO,SESCON GO,Serviços Contábeis,2024,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de auxílio alimentação não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SESCON-2024,GO,SESCON GO,Serviços Contábeis,2024,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SESCON-2024,GO,SESCON GO,Serviços Contábeis,2024,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,"Cláusula localizada, mas valor/percentual não pôde ser identificado automaticamente",,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SESCON-2024,GO,SESCON GO,Serviços Contábeis,2024,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SESCON-2024,GO,SESCON GO,Serviços Contábeis,2024,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de jornada de trabalho não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SINDPD-2025,GO,Sindpd GO,Tecnologia da Informação,2025,piso_salarial,1524.93,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA TERCEIRA - PISO SALARIAL Aos trabalhadores das funções abaixo discriminadas ficam garantidos os seguintes pisos salariais, respeitando-se os salários em valores superiores. O Código CBO da tabela abaixo possui subitens que devem ser utilizados para o cargo específico. (sugestão de site para pesquisa: https://www.ocupacoes.com.br/): Salário Base CBO Funções (R$) 2124 Analistas de tecnologia da informação Iniciantes R$ 2.994,30 2124 Analistas de tecnologia da informação R$ 3.733,82 Técnicos de desenvolvimento de sistemas e 3171 R$ 1.931,79 aplicações Iniciantes 3171 Técnicos de desenvol…",2026-06-15,,,média,validar,validar,validar,1524.93,,,
REG-GO-SINDPD-2025,GO,Sindpd GO,Tecnologia da Informação,2025,adicional_noturno,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA NONA - ADICIONAL NOTURNO As horas de trabalho exercidas no horário compreendido entre às 22:00 horas de um dia e 05:00 horas do dia seguinte, serão remuneradas com um adicional de 20% (vinte por cento), calculado sobre o valor da hora normal, conforme dispositivo legal. ADICIONAL DE INSALUBRIDADE",2026-06-15,,,média,validar,validar,validar,,,,
REG-GO-SINDPD-2025,GO,Sindpd GO,Tecnologia da Informação,2025,auxilio_alimentacao,28.0,conflito,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA TERCEIRA - AUXÍLIO ALIMENTAÇÃO / REFEIÇÃO As empresas fornecerão, mensalmente, aos empregados 22 (vinte e dois) vales refeição ou vales alimentação, com os seguintes valores faciais: 1. Para empregados com jornada de trabalho de 6 (seis) horas, cada vale terá o valor facial de R$ 28,00 (Vinte e oito reais); 2. Para os demais empregados, e que trabalhem jornada superior a 6 (seis) cada vale terá o valor facial de R$ 32,67 (trinta e dois reais e sessenta e sete centavos) 3. Com vistas a adequação da entrega do Benefício Alimentação às exigências do Programa de Alimentação do Trab…",2026-06-15,"Múltiplos valores identificados: 28.0, 32.67",,alta,revisar_conflito,marcar_conflito,marcar_conflito,28.0,,,
